Spring 2011,xyz,Advanced Writing in the Technical Professions,0,4,Steven,Runge,31157,ENGL3302,19,16,
Spring 2010,xyz,Foundations of Psychology,0,4,Lesley,Ricci,31158,PSYC1101,190,151,
Spring 2011,xyz,Advanced Writing in the Technical Professions,0,4,Sarah,Connell,31158,ENGL3302,19,19,
Spring 2012,xyz,College Writing,0,4,Michael,Dedek,31158,ENGL1111,19,15,
Spring 2010,xyz,Foundations of Psychology,0,4,Craig,Gruber,31159,PSYC1101,190,51,
Spring 2011,xyz,Advanced Writing in the Technical Professions,0,4,Thomas,Akbari,31159,ENGL3302,19,18,
Spring 2010,xyz,Foundations of Psychology,0,4,Dawn,Cisewski,31160,PSYC1101,190,191,
Spring 2011,xyz,Advanced Writing in the Technical Professions,0,4,Tiffany,Moore,31160,ENGL3302,19,14,
Spring 2011,xyz,Managerial Accounting,0,4,Peggy,O'Kelly,31161,ACCT2301,36,36,
Spring 2011,xyz,Advanced Writing in the Technical Professions,0,4,Tiffany,Moore,31163,ENGL3302,19,17,
Spring 2011,xyz,Managerial Accounting,0,4,William,Bruns,31164,ACCT2301,40,38,
Spring 2011,xyz,Managerial Accounting,0,4,Peggy,O'Kelly,31165,ACCT2301,40,41,
Spring 2011,xyz,Advanced Writing in the Technical Professions,0,4,Thomas,Akbari,31166,ENGL3302,19,16,
Spring 2011,xyz,Managerial Accounting,0,4,William,Bruns,31167,ACCT2301,40,39,
Spring 2011,xyz,Advanced Writing in the Technical Professions,0,4,Thomas,Akbari,31168,ENGL3302,19,15,
Spring 2011,xyz,Advanced Writing in the Technical Professions,0,4,Melissa,Wolter-Gustaf,31169,ENGL3302,19,15,
Spring 2011,xyz,Advanced Writing in the Technical Professions,0,4,Melissa,Wolter-Gustaf,31170,ENGL3302,19,16,
Spring 2013,xyz,Computer Architecture for Computer Scientists,0,4,Fabrizio,Lombardi,31171,EECE3230,40,20,
Spring 2010,xyz,Leadership in Changing Environments,0,4,Robby,Jenkins,31174,ARMY3302,16,9,
Spring 2011,xyz,Financial Accounting and Reporting,0,4,Brian,Hogan,31175,ACCT1201,40,40,
Spring 2010,xyz,Theatre and Society,0,4,Nancy,Kindelan,31189,THTR1210,25,24,
Spring 2010,xyz,Technical Theatre 1,0,4,Justin,Townsend,31190,THTR1131,39,27,
Spring 2012,xyz,Statistics,0,4,Gustavo,Vicentini,31204,ECON2350,45,46,
Spring 2012,xyz,Microeconomic Theory,0,4,Ilter,Bakkal,31205,ECON2316,48,47,
Spring 2012,xyz,General Biology 2,0,4,Mary-Susan,Potts-Santone,31207,BIOL1113,247,244,
Spring 2012,xyz,Macroeconomic Theory,0,4,Nehan,Naim,31208,ECON2315,48,49,
Spring 2013,xyz,Calculus 3 for Science and Engineering,0,4,Petar,Topalov,31209,MATH2321,40,41,
Spring 2012,xyz,Principles of Microeconomics,0,4,Zhongmin,Wang,31210,ECON1116,48,48,
Spring 2013,xyz,Calc3 for Sci/Engr (HON),0,4,Terence,Gaffney,31210,MATH2321,35,26,
Spring 2012,xyz,Principles of Microecon (HON),0,4,Daniel,Greenfield,31211,ECON1116,48,49,
Spring 2012,xyz,Principles of Microeconomics,0,4,Ahmad,Saranjam,31213,ECON1116,48,48,
Spring 2011,xyz,College Writing,0,4,Susan,Soroka,31214,ENGL1111,19,18,
Spring 2012,xyz,Principles of Microeconomics,0,4,Sungwoo,Kim,31214,ECON1116,48,48,
Spring 2011,xyz,College Writing,0,4,Jennifer,Martin,31216,ENGL1111,19,19,
Spring 2012,xyz,Principles of Microeconomics,0,4,Irena,Tsvetkova,31216,ECON1116,48,49,
Spring 2012,xyz,Principles of Microeconomics,0,4,Sungwoo,Kim,31217,ECON1116,48,48,
Spring 2010,xyz,Beethoven,0,4,Mark,Kroll,31218,MUSC1116,40,40,
Spring 2010,xyz,Rock Music,0,4,Junauro,Landgrebe,31219,MUSC1111,550,551,
Spring 2010,xyz,Introduction to Music,0,4,Dana,Dalton,31220,MUSC1101,40,40,
Spring 2012,xyz,Principles of Macroeconomics,0,4,Peter,Simon,31221,ECON1115,200,202,
Spring 2013,xyz,Introduction to Sociology,0,4,Shelley,Kimelberg,31221,SOCL1101,225,168,
Spring 2013,xyz,Small Business Management| Operations| and Growth,0,4,Edmund,Clark,31225,ENTR3401,40,25,
Spring 2011,xyz,College Writing,0,4,Genie,Giaimo,31229,ENGL1111,19,11,
Spring 2012,xyz,Ethics| Values| and Diversity,0,4,Jennifer,Ross,31230,CRIM1200,40,41,
Spring 2013,xyz,Lab for BIOL 2323,0,1,James,Manning,31234,BIOL2324,16,18,
Spring 2013,xyz,Lab for PHYS 1155,0,1,Pradeep,Waduge,31235,PHYS1156,10,10,
Spring 2013,xyz,Organic Chemistry 2,0,4,Oyindasola,Oyelaran,31236,CHEM2313,100,98,
Spring 2013,xyz,Calculus 3 for Science and Engineering,0,4,Dennis,Ledis,31238,MATH2321,55,57,
Spring 2010,xyz,History of Mathematics,0,4,Mark,Bridger,31242,MATH2201,35,34,
Spring 2011,xyz,Lab for BIOL 2301,0,1,Erin,Cram,31243,BIOL2302,19,19,
Spring 2011,xyz,Genetics and Molecular Biology,0,4,Erin,Cram,31246,BIOL2301,152,156,
Spring 2012,xyz,Lab for BIOL 1103,0,1,Rebeca,Rosengaus,31246,BIOL1104,19,18,
Spring 2010,xyz,Introduction to European History,0,4,Laura,Frader,31251,HIST1170,49,39,
Spring 2013,xyz,Seminar in Sensation and Perception,0,4,Yury,Petrov,31251,PSYC4668,19,7,
Spring 2012,xyz,Principles of Biology 2,0,4,Rebeca,Rosengaus,31252,BIOL1103,190,168,
Spring 2010,xyz,Co-op and Experiential Learning Reflection Seminar 2,0,1,Richard,Porter,31255,MATH4000,25,2,
Spring 2013,xyz,Information Science Senior Project,0,5,David,Lazer,31255,IS4900,40,15,
Spring 2010,xyz,Linear Algebra,0,4,Valerio,Laredo,31256,MATH2331,28,28,
Spring 2011,xyz,College Writing,0,4,Amanda,Runyan,31256,ENGL1111,19,19,
Spring 2013,xyz,2D Foundation,0,4,Julia,Hechtman,31256,ARTF1122,20,19,
Spring 2010,xyz,Ordinary Differential Equations,0,4,Rajaa,Talli,31257,MATH2351,40,32,
Spring 2012,xyz,Developmental Psychology,0,4,Dawn,Cisewski,31258,PSYC3404,75,75,
Spring 2013,xyz,Introduction to Italian Culture,0,4,Luigia,Maiellaro,31258,CLTR1503,35,36,
Spring 2010,xyz,Co-op and Experiential Learning Reflection Seminar 1,0,1,Richard,Porter,31260,MATH3000,25,8,
Spring 2012,xyz,Cognition,0,4,Nancy,Kim,31260,PSYC3466,75,75,
Spring 2012,xyz,Cognition,0,4,Nadezda,Vasilyeva,31261,PSYC3466,75,75,
Spring 2010,xyz,Calculus 2 for Science and Engineering,0,4,Nizar,Zaarour,31262,MATH1342,105,97,
Spring 2011,xyz,College Writing,0,4,Asimina,Nikolopoulou,31263,ENGL1111,19,19,
Spring 2010,xyz,Calculus 1 for Science and Engineering,0,4,Jason,Ribeiro,31265,MATH1341,35,35,
Spring 2012,xyz,Precalculus,0,4,Stanley,Eigen,31265,MATH1120,35,23,
Spring 2010,xyz,Calculus 1 for Science and Engineering,0,4,Jeremy,Russell,31266,MATH1341,45,45,
Spring 2011,xyz,Photo Tools,0,1,Luis,Brens,31266,ARTD2361,14,13,
Spring 2013,xyz,Video Tools,0,1,Janet,Gilmore,31266,ARTD2381,15,9,
Spring 2013,xyz,Statistics and Stochastic Processes,0,4,Leonid,Petrov,31272,MATH4581,40,38,
Spring 2010,xyz,Lab for BIOL 2323,0,1,Gail,Begley,31277,BIOL2324,20,19,
Spring 2010,xyz,Biochemistry,0,4,Gail,Begley,31278,BIOL2323,91,86,
Spring 2012,xyz,Recitation for POLS 1155,0,0,Christopher,Cunningham,31278,POLS1156,15,15,
Spring 2013,xyz,Financial Reporting and Analysis 2,0,4,Wendy,Bailey,31281,ACCT4501,40,41,
Spring 2012,xyz,Computer Architecture for Computer Scientists,0,4,Yunsi,Fei,31282,EECE3230,40,23,
Spring 2013,xyz,Statistics,0,4,Gustavo,Vicentini,31283,ECON2350,45,45,
Spring 2012,xyz,Linear Systems,0,4,Deniz,Erdogmus,31284,EECE3464,30,30,
Spring 2011,xyz,College Writing—SOL (Speakers of Other Languages),0,4,Christen,Enos,31285,ENGL1102,15,15,
Spring 2013,xyz,Principles of Macroeconomics,0,4,Sean,Isakower,31287,ECON1115,48,48,
Spring 2010,xyz,Calculus 1,0,4,Ji-A,Yeum,31290,MATH1241,35,33,
Spring 2011,xyz,Photo Tools,0,1,Luis,Brens,31294,ARTD2361,14,13,
Spring 2010,xyz,Calculus for Business and Economics,0,4,Robert,Chase,31296,MATH1231,35,33,
Spring 2010,xyz,Calculus for Business and Economics,0,4,Zihui,Xu,31297,MATH1231,35,32,
Spring 2010,xyz,4D Tools: Motion Basics,0,1,Nicole,Bedard,31299,ARTF2221,19,20,
Spring 2012,xyz,Management Information Systems,0,4,Richard,Kesner,31302,MISM2301,40,38,
Spring 2011,xyz,Field Experience,0,0,Polly,Attwood,31304,EDUC1112,75,49,
Spring 2013,xyz,General Chemistry 2,0,4,Geoffrey,Davies,31306,CHEM1214,196,129,
Spring 2010,xyz,Mathematical Thinking,0,4,Rajini,Jesudason,31309,MATH1215,49,43,
Spring 2013,xyz,Social Movements,0,4,Curtis,Holland,31310,SOCL1268,35,26,
Spring 2011,xyz,Education in the Community,0,4,Polly,Attwood,31313,EDUC1111,35,30,
Spring 2013,xyz,Small Business Service and Retail Creation,0,4,Edmund,Clark,31313,ENTR4503,40,20,
Spring 2010,xyz,French Film and Culture,0,4,Michele,Danh,31314,CLTR1280,35,35,
Spring 2012,xyz,Introduction to Philosophy,0,4,Michael,Meyer,31317,PHIL1101,40,24,
Spring 2011,xyz,Statistics,0,4,Kamran,Dadkhah,31318,ECON2350,45,46,

Spring 2012,xyz,Fixed-Income Securities,0,4,Nicole,Boyson,31319,FINA4604,40,47,
Spring 2012,xyz,Calculus 3 for Science and Engineering,0,4,Terence,Gaffney,31320,MATH2321,49,53,
Spring 2010,xyz,Interpreting the Day’s News,0,4,William,Kirtz,31321,JRNL1150,85,72,
Spring 2011,xyz,General Biology 2,0,4,Mary-Susan,Potts-Santone,31321,BIOL1113,247,228,
Spring 2011,xyz,Principles of Microeconomics,0,4,Mykhaylo,Trubskyy,31326,ECON1116,48,49,
Spring 2010,xyz,Globalization and International Affairs,0,4,Chris,Chanyasulkit,31329,INTL1101,76,76,
Spring 2011,xyz,Principles of Microeconomics,0,4,Irena,Tsvetkova,31329,ECON1116,48,47,
Spring 2011,xyz,Principles of Microeconomics,0,4,Irena,Tsvetkova,31330,ECON1116,48,49,
Spring 2011,xyz,Principles of Microeconomics,0,4,Zhongmin,Wang,31331,ECON1116,48,48,
Spring 2011,xyz,Principles of Microeconomics,0,4,Shaun,O'Brien,31332,ECON1116,48,48,
Spring 2011,xyz,Principles of Macroeconomics,0,4,Daniel,Greenfield,31333,ECON1115,48,48,
Spring 2011,xyz,Principles of Macroeconomics,0,4,Ilter,Bakkal,31335,ECON1115,48,48,
Spring 2010,xyz,The Transportation Industries,0,4,Francois,Charvet,31336,SCHM3310,36,13,
Spring 2011,xyz,Principles of Macroeconomics,0,4,Jihoon,Lee,31336,ECON1115,48,48,
Spring 2011,xyz,Principles of Macroeconomics,0,4,Monica,Esquinca,31337,ECON1115,48,49,
Spring 2011,xyz,Principles of Macroeconomics,0,4,Ahmad,Saranjam,31338,ECON1115,48,49,
Spring 2012,xyz,Small Business Management| Operations| and Growth,0,4,Kimberly,Eddleston,31338,ENTR3401,36,24,
Spring 2011,xyz,Financial Accounting and Reporting,0,4,Edward,Dinan,31339,ACCT1201,40,40,
Spring 2010,xyz,Business Statistics,0,4,Frederick,Wiseman,31344,MGSC1201,40,40,
Spring 2013,xyz,Calculus for Business and Economics,0,4,Hanai,Sadaka,31344,MATH1231,40,34,
Spring 2011,xyz,Ethics| Values| and Diversity,0,4,Krista,Larsen,31346,CRIM1200,30,32,
Spring 2010,xyz,Business Statistics,0,4,Frederick,Wiseman,31348,MGSC1201,40,40,
Spring 2012,xyz,Lab for PHYS 1155,0,1,Michelle,Jamer,31348,PHYS1156,10,10,
Spring 2010,xyz,Business Statistics,0,4,Mustafa,Yilmaz,31349,MGSC1201,40,40,
Spring 2012,xyz,Organic Chemistry 2,0,4,Oyindasola,Oyelaran,31349,CHEM2313,100,102,
Spring 2010,xyz,Sales Management,0,4,Dan,Dunn,31351,MKTG3420,40,42,
Spring 2012,xyz,Lab for CHEM 2313,0,1,John,Bottomy,31354,CHEM2314,18,21,
Spring 2010,xyz,Marketing Research,0,4,Scott,Swain,31355,MKTG3401,34,33,
Spring 2013,xyz,Principles of Macroeconomics,0,4,Sean,Isakower,31355,ECON1115,48,45,
Spring 2010,xyz,Marketing Research,0,4,Scott,Swain,31356,MKTG3401,34,27,
Spring 2010,xyz,Marketing Management,0,4,Dan,Dunn,31358,MKTG3301,40,40,
Spring 2011,xyz,Media| Culture| and Society,0,4,Murray,Forman,31358,COMM1220,35,31,
Spring 2013,xyz,Advanced Writing in the Disciplines,0,4,Laurie,Edwards,31358,ENGL3301,19,19,
Spring 2010,xyz,Introduction to Marketing,0,4,Nancy,Upton,31362,MKTG2201,35,17,
Spring 2011,xyz,Introduction to Communication Studies,0,4,Erin,Meyers,31362,COMM1101,35,34,
Spring 2010,xyz,Introduction to Marketing,0,4,Susan,Sieloff,31363,MKTG2201,40,34,

Spring 2011,xyz,Lab for BIOL 1103,0,1,Rebeca,Rosengaus,31367,BIOL1104,19,16,
Spring 2013,xyz,Lab for BIOL 1103,0,1,Rebeca,Rosengaus,31368,BIOL1104,19,15,
Spring 2011,xyz,Principles of Biology 2,0,4,Rebeca,Rosengaus,31369,BIOL1103,190,154,
Spring 2010,xyz,Business Data Communications,0,4,Rajiv,Shridhar,31370,MISM3404,40,24,
Spring 2012,xyz,2D Foundation,0,4,Julia,Hechtman,31373,ARTF1122,20,20,
Spring 2010,xyz,Information Resource Management,0,4,Yang,Lee,31374,MISM3305,40,26,
Spring 2011,xyz,Developmental Psychology,0,4,Dawn,Cisewski,31375,PSYC3404,80,82,
Spring 2011,xyz,Cognition,0,4,Nadezda,Vasilyeva,31377,PSYC3466,75,75,
Spring 2011,xyz,Cognition (HON),0,4,Nadezda,Vasilyeva,31378,PSYC3466,40,23,
Spring 2010,xyz,Strategy in Action,0,4,Bert,Spector,31382,STRT4501,35,36,
Spring 2010,xyz,Lab for BIOL 2301,0,1,Steven,Vollmer,31384,BIOL2302,17,17,
Spring 2010,xyz,Strategy in Action,0,4,Anna,Lamin,31385,STRT4501,35,36,
Spring 2012,xyz,Video Tools,0,1,Janet,Gilmore,31386,ARTD2381,15,14,
Spring 2013,xyz,Organic Chemistry 2,0,4,John,Bottomy,31388,CHEM2313,180,126, Spring 2013,xyz,Organic Chemistry 2,0,4,Sanga,Kugabalasooriar,31388,CHEM2313,180,126,
Spring 2012,xyz,Statistics and Stochastic Processes,0,4,John,Lindhe,31392,MATH4581,35,24,
Spring 2010,xyz,Advanced Global Management,0,4,Ronald,Thomas,31393,INTB4501,40,31,
Spring 2011,xyz,American Government,0,4,Daniel,Urman,31393,POLS1150,60,60,
Spring 2012,xyz,Environment and Humankind,0,4,Adrian,Gilbert,31400,BIOL1145,48,25,
Spring 2013,xyz,2D Foundation,0,4,Berenice,Beard,31400,ARTF1122,20,14,
Spring 2012,xyz,Financial Reporting and Analysis 2,0,4,Wendy,Bailey,31401,ACCT4501,40,39,
Spring 2013,xyz,2D Tools: Imaging Basics,0,1,Elisabeth,Neville,31402,ARTF1123,18,18,
Spring 2011,xyz,Computer Architecture for Computer Scientists,0,4,Benjamin,Cordes,31403,EECE3230,40,17,
Spring 2012,xyz,Electronic Marketing,0,4,Fareena,Sultan,31404,MKTG4508,36,21,
Spring 2012,xyz,Principles of Macroeconomics,0,4,Ilter,Bakkal,31407,ECON1115,48,45,
Spring 2010,xyz,Organizational Behavior,0,4,Richard,Dejordy,31410,ORGB3201,40,14,
Spring 2010,xyz,Organizational Behavior,0,4,Marla,Baskerville,31412,ORGB3201,40,39,
Spring 2013,xyz,Recitation for CHEM 1214,0,0,Geoffrey,Davies,31412,CHEM1216,35,36,
Spring 2010,xyz,Organizational Behavior,0,4,Richard,Dejordy,31414,ORGB3201,40,42,
Spring 2010,xyz,Animation Basics,0,4,Edwin,Andrews,31416,ARTD2370,15,13,
Spring 2010,xyz,3D Foundation,0,4,Benjamin,Caras,31420,ARTF1124,19,19,
Spring 2010,xyz,Introduction to Art,0,4,Karen,Pike,31422,ARTF1140,49,54,
Spring 2012,xyz,General Chemistry 2,0,4,Geoffrey,Davies,31427,CHEM1214,196,197,
Spring 2013,xyz,Co-op Work Experience-CS,0,0,Melissa,Peikin,31427,COOP3945,999,37,
Spring 2012,xyz,Public Speaking,0,4,Carleton,Gholz,31430,COMM1112,19,19,
Spring 2013,xyz,Co-op Work Experience-CS,0,0,Aileen,Yates,31430,COOP3945,999,37,

Spring 2011,xyz,College Writing,0,4,Lauren,Thacker,31437,ENGL1111,19,17,
Spring 2011,xyz,Introduction to Philosophy,0,4,Michael,Meyer,31440,PHIL1101,38,32,
Spring 2011,xyz,Foundations of Psych (HON),0,4,Martin,Block,31441,PSYC1101,40,33,
Spring 2013,xyz,Co-op Work Experience-CS,0,0,Mark,Erickson,31442,COOP3945,999,27,
Spring 2011,xyz,Calculus 3 for Science and Engineering,0,4,David,Moser,31443,MATH2321,39,36,
Spring 2012,xyz,Engr Prob Solv and Comp(HON),0,4,Gilead,Tadmor,31444,GE1111,0,14,
Spring 2010,xyz,Investments,0,4,Dan,Provost,31453,FINA3303,40,8,
Spring 2010,xyz,Corporate Finance,0,4,Eliot,Sherman,31456,FINA3301,40,39,

Spring 2010,xyz,Corporate Finance,0,4,Eliot,Sherman,31457,FINA3301,40,40,
Spring 2012,xyz,Calc 2 for Sci/Engr (HON),0,4,David,Massey,31458,MATH1342,59,40,
Spring 2010,xyz,Financial Management,0,4,Karthik,Krishnan,31459,FINA2201,40,40,

Spring 2010,xyz,Financial Management,0,4,Jack,Mazur,31464,FINA2201,40,41,
Spring 2010,xyz,Financial Management,0,4,Joseph,Meador,31465,FINA2201,40,37,
Spring 2012,xyz,Calculus for Business and Economics,0,4,Rajaa,Talli,31467,MATH1231,35,33,
Spring 2010,xyz,Small Business Management| Operations| and Growth,0,4,Kimberly,Eddleston,31469,ENTR3401,40,40,
Spring 2011,xyz,Lab for BIOL 2323,0,1,Dmitry,Blinder,31470,BIOL2324,16,17,
Spring 2012,xyz,Lab for BIOL 1113,0,1,Mary-Susan,Potts-Santone,31470,BIOL1114,19,14,
Spring 2010,xyz,Opportunity Assessment and Entrepreneurship Marketing,0,4,Cheryl,Mitteness,31471,ENTR3301,35,14,
Spring 2011,xyz,Calculus 3 for Science and Engineering,0,4,Nathaniel,Bade,31474,MATH2321,49,48,
Spring 2012,xyz,Principles of Microeconomics,0,4,Jihoon,Lee,31477,ECON1116,48,49,
Spring 2010,xyz,Accounting Information Systems,0,4,Cynthia,Jackson,31478,ACCT3403,40,39,
Spring 2012,xyz,Principles of Macroeconomics,0,4,Sean,Isakower,31478,ECON1115,48,50,
Spring 2010,xyz,Financial Reporting and Analysis 1,0,4,James,Maroney,31480,ACCT3401,40,41,
Spring 2010,xyz,Advanced Writing in the Technical Professions,0,4,Mary,Crawley,31481,ENGL3302,19,18,
Spring 2011,xyz,Topics in Contemporary Issues: An Historical| Ethical| or Aesthetic Perspective,0,4,Lorna,Hayward,31482,HONR3341,19,15,
Spring 2010,xyz,Advanced Writing in the Technical Professions,0,4,Jacquelyn,Clermont,31483,ENGL3302,19,13,
Spring 2010,xyz,Advanced Writing in the Technical Professions,0,4,Susan,Murley,31484,ENGL3302,19,18,
Spring 2010,xyz,Managerial Accounting,0,4,Kimberly,Moreno,31488,ACCT2301,40,40,
Spring 2010,xyz,Advanced Writing in the Technical Professions,0,4,Erica,Zilleruelo,31489,ENGL3302,19,19,
Spring 2010,xyz,Advanced Writing in the Technical Professions,0,4,Thomas,Akbari,31492,ENGL3302,19,19,
Spring 2010,xyz,Managerial Accounting,0,4,William,Bruns,31493,ACCT2301,40,41,


Spring 2010,xyz,Advanced Writing in the Technical Professions,0,4,Jeffrey,Cottrell,31495,ENGL3302,19,19,
Spring 2011,xyz,2D Foundation,0,4,Julia,Hechtman,31498,ARTF1122,19,19,
Spring 2012,xyz,Combinatorial Mathematics,0,4,Anthony,Iarrobino,31498,MATH3533,25,26,
Spring 2010,xyz,Financial Accounting and Reporting,0,4,Peggy,O'Kelly,31501,ACCT1201,40,43,
Spring 2010,xyz,Fin Acctng &amp; Reporting (HON),0,4,Brian,Hogan,31502,ACCT1201,19,16,
Spring 2010,xyz,Financial Accounting and Reporting,0,4,Michael,Cottrill,31507,ACCT1201,40,43,
Spring 2010,xyz,Advanced Writing in the Disciplines,0,4,Jacquelyn,Clermont,31508,ENGL3301,19,13,
Spring 2011,xyz,Video Tools,0,1,Janet,Gilmore,31515,ARTD2381,15,14,
Spring 2012,xyz,Organic Chemistry 2,0,4,Pamela,Stenberg,31517,CHEM2313,140,139,
Spring 2010,xyz,Advanced Writing in the Disciplines,0,4,Jeffrey,Galbraith,31518,ENGL3301,19,17,
Spring 2012,xyz,Introduction to Communication Studies,0,4,Kevin,Visconti,31518,COMM1101,35,31,
Spring 2012,xyz,Financial Risk Management,0,4,Robert,Mooradian,31520,FINA4512,40,38,
Spring 2011,xyz,Environment and Humankind,0,4,Adrian,Gilbert,31531,BIOL1145,48,48,
Spring 2011,xyz,Financial Reporting and Analysis 2,0,4,Wendy,Bailey,31534,ACCT4501,40,41,
Spring 2012,xyz,2D Tools: Imaging Basics,0,1,Elisabeth,Neville,31534,ARTF1123,18,17,
Spring 2011,xyz,Statistics,0,4,Mykhaylo,Trubskyy,31537,ECON2350,45,45,
Spring 2011,xyz,Electronic Marketing,0,4,Fareena,Sultan,31538,MKTG4508,40,22,
Spring 2012,xyz,College Writing,0,4,Aparna,Mujumdar,31543,ENGL1111,19,15,
Spring 2010,xyz,College Writing,0,4,Laurie,Nardone,31544,ENGL1111,19,18,
Spring 2010,xyz,College Writing,0,4,Megan,Tarquinio,31560,ENGL1111,19,19,

Spring 2011,xyz,General Chemistry 2,0,4,Geoffrey,Davies,31565,CHEM1214,196,176,
Spring 2012,xyz,Co-op Work Experience-CS,0,0,Melissa,Peikin,31566,COOP3945,999,35,
Spring 2012,xyz,Co-op Work Experience-CS,0,0,Aileen,Yates,31569,COOP3945,999,40,
Spring 2010,xyz,College Writing,0,4,Jessica,Nelson,31572,ENGL1111,19,19,
Spring 2013,xyz,Capstone Project/Seminar,0,4,Michael,Higgins,31572,IA7900,40,20,
Spring 2011,xyz,Small Business Service and Retail Creation,0,4,Edmund,Clark,31574,ENTR4503,35,35,
Spring 2010,xyz,Genetics and Molecular Biology,0,4,Steven,Vollmer,31582,BIOL2301,151,157,
Spring 2012,xyz,Co-op Work Experience-CS,0,0,Mark,Erickson,31582,COOP3945,999,29,
Spring 2010,xyz,College Writing,0,4,Ethan,Whittet,31585,ENGL1111,19,19,
Spring 2012,xyz,Co-op Work Experience-AS,0,0,Craig,Bettinson,31585,COOP3945,999,40,
Spring 2010,xyz,College Writing,0,4,Alexis,Minana,31587,ENGL1111,19,19,
Spring 2012,xyz,Co-op Work Experience-AS,0,0,Kellianne,Murphy,31587,COOP3945,999,59,
Spring 2011,xyz,Recitation for CHEM 1214,0,0,Christopher,Toher,31590,CHEM1216,30,20,
Spring 2010,xyz,College Writing,0,4,Tabitha,Kenlon,31596,ENGL1111,19,16,
Spring 2011,xyz,Model Arab League,0,4,Philip,D'Agati,31604,POLS4915,99,32,
Spring 2011,xyz,Calculus for Business and Economics,0,4,Howard,Troughton,31611,MATH1231,35,35,
Spring 2010,xyz,College Writing,0,4,Natalie,Tua'one,31612,ENGL1111,19,17,
Spring 2011,xyz,Principles of Microeconomics,0,4,Tuvshintulg,Bold,31621,ECON1116,48,48,
Spring 2011,xyz,Principles of Macroeconomics,0,4,Peter,Simon,31622,ECON1115,48,49,
Spring 2011,xyz,Advanced Writing in the Disciplines,0,4,Kathryn,Templeton,31624,ENGL3301,19,19,
Spring 2011,xyz,Nutrition,0,4,Judith,Richman,31626,HSCI1105,51,51,
Spring 2011,xyz,Lab for BIOL 1103,0,1,Rebeca,Rosengaus,31635,BIOL1104,19,17,
Spring 2011,xyz,Multicultural Children’s Literature,0,4,Tobie,Atlas,31642,EDUC1150,25,18,
Spring 2011,xyz,Combinatorial Mathematics,0,4,Anthony,Iarrobino,31644,MATH3533,25,11,
Spring 2012,xyz,Application Engineering and Development,0,4,Khaled,Bugrara,31644,INFO5100,40,38,
Spring 2011,xyz,Mathematical Encounters,0,4,Eugene,Gover,31645,MATH2230,25,27,
Spring 2011,xyz,Business Statistics,0,4,Robert,Parsons,31655,MGSC1201,40,39,
Spring 2010,xyz,Statistics,0,4,Mykhaylo,Trubskyy,31657,ECON2350,35,39,
Spring 2010,xyz,Principles of Microeconomics,0,4,Ilter,Bakkal,31663,ECON1116,49,48,
Spring 2010,xyz,Principles of Microeconomics,0,4,Xiaoting,Hu,31664,ECON1116,49,47,
Spring 2011,xyz,Organic Chemistry 2,0,4,Pamela,Stenberg,31664,CHEM2313,140,145,
Spring 2013,xyz,Business Analysis and Information Engineering,0,4,Daniel,Maranan,31664,INFO6215,30,24,
Spring 2010,xyz,Principles of Microeconomics,0,4,David,Hom,31665,ECON1116,49,48,
Spring 2010,xyz,Principles of Microeconomics,0,4,Xiaoting,Hu,31666,ECON1116,49,46,
Spring 2010,xyz,Principles of Microeconomics,0,4,Amarita,Natt,31668,ECON1116,49,49,
Spring 2010,xyz,Principles of Microeconomics,0,4,Yi,Zhang,31669,ECON1116,49,50,
Spring 2010,xyz,Principles of Microeconomics,0,4,Amarita,Natt,31670,ECON1116,49,50,
Spring 2010,xyz,Principles of Microeconomics,0,4,Michael,Hakim,31671,ECON1116,49,49,
Spring 2010,xyz,Principles of Macroeconomics,0,4,Tess,Forsell,31675,ECON1115,49,50,
Spring 2010,xyz,Principles of Macroeconomics,0,4,Andre,Switala,31676,ECON1115,49,49,
Spring 2010,xyz,Principles of Macroeconomics,0,4,Andrea,Germiniasi,31677,ECON1115,49,49,
Spring 2011,xyz,2D Foundation,0,4,Andrea,Raynor,31681,ARTF1122,19,19,
Spring 2011,xyz,2D Tools: Imaging Basics,0,1,Seth,Merriam,31684,ARTF1123,18,18,
Spring 2010,xyz,Ethics| Values| and Diversity,0,4,V-Tsien,Fan,31686,CRIM1200,40,42,
Spring 2011,xyz,College Writing,0,4,Christopher,Myers,31700,ENGL1111,19,16,
Spring 2011,xyz,College Writing,0,4,Nicole,Day,31701,ENGL1111,19,14,
Spring 2011,xyz,Recitation for CHEM 1214,0,0,Geoffrey,Davies,31707,CHEM1216,35,36,
Spring 2010,xyz,Lab for BIOL 1103,0,1,Mary,Saffo,31709,BIOL1104,19,18,
Spring 2010,xyz,Principles of Biology 2,0,4,Mary,Saffo,31712,BIOL1103,190,145,
Spring 2011,xyz,College Writing,0,4,Duyen,Nguyen,31715,ENGL1111,19,14,
Spring 2010,xyz,Cognition,0,4,Noa,Ofen,31724,PSYC3466,75,75,
Spring 2010,xyz,Cognition,0,4,Nancy,Kim,31725,PSYC3466,75,76,
Spring 2012,xyz,Protein Chemistry,0,3,John,Engen,31725,CHEM5620,25,23,
Spring 2011,xyz,Co-op Work Experience-AS,0,0,William,Wray,31726,COOP3945,999,80,
Spring 2011,xyz,Co-op Work Experience-CS,0,0,Melissa,Peikin,31729,COOP3945,999,40,
